Geographic code,Geographic name,Geographic type,"Geographic name, Province or territory","Geographic code, Province or territory",Global non-response rate,Data quality flag,Household type,"Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
2437,Francheville,Census division,Quebec,24,4.3,0,    Households consisting of only one census family without additional persons,38365,40220,66060,73488,11.2,57334,63448,10.7
2437,Francheville,Census division,Quebec,24,4.3,0,"      One couple, with or without children in their census family",32300,33810,72327,79663,10.1,61614,68269,10.8
2437,Francheville,Census division,Quebec,24,4.3,0,"        One couple, without children in their census family",17140,20135,57762,65261,13,50136,56672,13
2437,Francheville,Census division,Quebec,24,4.3,0,"        One couple, with children in their census family",15165,13675,90081,105124,16.7,76267,88580,16.1
2437,Francheville,Census division,Quebec,24,4.3,0,      One lone-parent census family,6060,6410,39580,47771,20.7,38293,44269,15.6
2437,Francheville,Census division,Quebec,24,4.3,0,    Other census-family households,1675,1645,73256,81203,10.8,67142,74411,10.8
2437,Francheville,Census division,Quebec,24,4.3,0,  Non-census-family households,24690,29490,24195,28515,17.9,22696,26243,15.6
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,Total – Household type including census family structure,7840,9040,50811,54778,7.8,45269,48661,7.5
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,  Census-family households,5375,5835,63765,72678,14,55626,63220,13.7
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,    Households consisting of only one census family without additional persons,5180,5625,63160,71828,13.7,55255,62711,13.5
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,"      One couple, with or without children in their census family",4565,4885,66589,76772,15.3,58258,66048,13.4
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, without children in their census family",2245,2830,52780,62368,18.2,46212,54861,18.7
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, with children in their census family",2325,2055,77708,97906,26,66439,83866,26.2
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,      One lone-parent census family,615,740,41608,48875,17.5,39520,45257,14.5
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,    Other census-family households,195,205,73033,87680,20.1,63116,82048,30
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,0,  Non-census-family households,2465,3210,27778,30400,9.4,24351,27680,13.7
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,Total – Household type including census family structure,27585,31450,49410,53697,8.7,44093,47458,7.6
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,  Census-family households,18730,20140,63184,72005,14,55644,62757,12.8
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,    Households consisting of only one census family without additional persons,18075,19450,62940,71588,13.7,55394,62318,12.5
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,"      One couple, with or without children in their census family",15460,16820,68417,76088,11.2,59352,65743,10.8
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,"        One couple, without children in their census family",7770,9560,54064,61141,13.1,47628,53666,12.7
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,"        One couple, with children in their census family",7690,7255,81479,97074,19.1,71611,82839,15.7
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,      One lone-parent census family,2610,2630,41529,48158,16,39560,44590,12.7
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,    Other census-family households,660,695,71209,81920,15,62970,75849,20.5
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,0,  Non-census-family households,8850,11305,25729,29242,13.7,23449,26829,14.4
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,Total – Household type including census family structure,6400,6480,45623,45595,-0.1,41677,42317,1.5
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,  Census-family households,4280,4040,57415,61201,6.6,51403,55088,7.2
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,    Households consisting of only one census family without additional persons,4165,3895,56468,60645,7.4,51244,54131,5.6
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,"      One couple, with or without children in their census family",3585,3370,60785,64526,6.2,53669,57562,7.3
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,"        One couple, without children in their census family",2115,2170,52275,54093,3.5,46546,48546,4.3
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,"        One couple, with children in their census family",1465,1205,71366,83740,17.3,64158,73169,14
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,      One lone-parent census family,585,520,40054,42155,5.2,38410,39296,2.3
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,    Other census-family households,115,145,89948,80640,-10.3,76964,73600,-4.4
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,0,  Non-census-family households,2120,2440,22903,24550,7.2,21839,23414,7.2
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,Total – Household type including census family structure,8830,9580,46831,52022,11.1,42802,46995,9.8
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,  Census-family households,6335,6470,56360,66481,18,50716,59008,16.3
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,    Households consisting of only one census family without additional persons,6020,6170,55956,65851,17.7,50537,58094,15
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,"      One couple, with or without children in their census family",5315,5440,58230,68934,18.4,52201,60561,16
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, without children in their census family",2720,3150,49216,56732,15.3,43697,50786,16.2
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, with children in their census family",2595,2290,69094,86716,25.5,61144,76378,24.9
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,      One lone-parent census family,700,735,41348,45312,9.6,38618,41856,8.4
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,    Other census-family households,320,300,67665,87040,28.6,64030,78336,22.3
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,0,  Non-census-family households,2495,3115,25840,26917,4.2,23592,25172,6.7
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,Total – Household type including census family structure,11870,13015,56557,60791,7.5,49305,52822,7.1
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,  Census-family households,8460,8920,69012,77453,12.2,59654,66644,11.7
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,    Households consisting of only one census family without additional persons,8175,8560,68703,76304,11.1,59233,65636,10.8
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,"      One couple, with or without children in their census family",7235,7545,72996,80903,10.8,62545,69343,10.9
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, without children in their census family",3685,4260,60234,65995,9.6,51363,57243,11.4
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, with children in their census family",3555,3280,82304,100510,22.1,71516,84836,18.6
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,      One lone-parent census family,935,1015,46912,50970,8.7,44135,46208,4.7
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,    Other census-family households,285,365,75758,96853,27.8,74454,86528,16.2
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,0,  Non-census-family households,3410,4095,29489,31211,5.8,26725,28294,5.9
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,Total – Household type including census family structure,65990,73510,48735,51706,6.1,43336,45946,6
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,  Census-family households,39460,42240,68286,75597,10.7,59378,65258,9.9
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,    Households consisting of only one census family without additional persons,37855,40655,67992,75168,10.6,59137,64835,9.6
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,"      One couple, with or without children in their census family",31635,34065,74396,81548,9.6,64173,69668,8.6
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,"        One couple, without children in their census family",16225,18855,62387,66657,6.8,54003,57952,7.3
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,"        One couple, with children in their census family",15410,15205,89098,102696,15.3,76524,86548,13.1
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,      One lone-parent census family,6225,6590,42929,49881,16.2,41012,45519,11
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,    Other census-family households,1605,1590,77067,85504,10.9,68221,77093,13
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,0,  Non-census-family households,26535,31265,26617,29311,10.1,24317,26980,11
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,Total – Household type including census family structure,7280,7820,52524,54090,3,46992,48501,3.2
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,  Census-family households,5250,5305,63855,68468,7.2,55666,60597,8.9
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,    Households consisting of only one census family without additional persons,5090,5105,63454,67944,7.1,55087,59980,8.9
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,"      One couple, with or without children in their census family",4425,4435,66505,71741,7.9,58709,62836,7
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, without children in their census family",2130,2465,53584,60288,12.5,47044,53222,13.1
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, with children in their census family",2295,1965,75795,88576,16.9,67332,76800,14.1
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,      One lone-parent census family,665,670,47453,48384,2,45325,44749,-1.3
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,    Other census-family households,165,200,76011,79701,4.9,72734,73216,0.7
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,0,  Non-census-family households,2030,2515,24546,30000,22.2,23114,27269,18
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,Total – Household type including census family structure,19930,22920,52469,58045,10.6,45943,50791,10.6
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,  Census-family households,13490,14955,64949,74530,14.8,56144,64512,14.9
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,    Households consisting of only one census family without additional persons,13035,14335,64509,73882,14.5,55749,63900,14.6
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,"      One couple, with or without children in their census family",11505,12630,68945,78607,14,59209,67309,13.7
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,"        One couple, without children in their census family",6740,8220,59986,68512,14.2,51598,59240,14.8
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,"        One couple, with children in their census family",4770,4405,82485,96924,17.5,70570,82729,17.2
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,      One lone-parent census family,1525,1710,42859,47915,11.8,41451,44646,7.7
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,    Other census-family households,460,620,76426,90368,18.2,70658,80640,14.1
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,0,  Non-census-family households,6440,7965,30908,31501,1.9,27044,28244,4.4
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,Total – Household type including census family structure,22235,25865,53741,57801,7.6,47189,50794,7.6
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,  Census-family households,15225,16820,66552,75066,12.8,58218,64902,11.5
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,    Households consisting of only one census family without additional persons,14585,16070,66281,74380,12.2,57744,64226,11.2
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,"      One couple, with or without children in their census family",12745,13950,70332,79165,12.6,60496,67723,11.9
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,"        One couple, without children in their census family",7020,8515,59476,68836,15.7,51695,59323,14.8
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,"        One couple, with children in their census family",5730,5440,84103,96580,14.8,72382,82291,13.7
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,      One lone-parent census family,1840,2115,44862,46773,4.3,42053,42970,2.2
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4,0,    Other census-family households,640,750,77493,89984,16.1,72238,80555,11.5
